# Population Oahu	113OAPtu,117OAPtu,123OAPtu,127OAPtu,129OAPtu,132OAPtu,133OAPtu,137OAPtu,92OAPtu,93OAPtu
# Population Kauai	445KAPtu,451KAPtu,458KAPtu,460KAPtu,461KAPtu,469KAPtu,471KAPtu,478KAPtu,480KAPtu,481KAPtu,482KAPtu,483KAPtu,485KAPtu,486KAPtu,491KAPtu
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value	Dxy	Smoothed Dxy	Smoothed Dxy P-value
40464	Oahu	Kauai	un	37241	-0.01428	-1.00000	-1.00000	-0.00059	-1.00000	-1.00000	-0.00000	-1.00000	-1.00000	0.00008	-1.00000	-1.00000
41423	Oahu	Kauai	un	37674	-0.04278	-1.00000	-1.00000	-0.00850	-1.00000	-1.00000	0.01439	-1.00000	-1.00000	0.00086	-1.00000	-1.00000
41848	Oahu	Kauai	un	38069	-0.03574	-1.00000	-1.00000	-0.00644	-1.00000	-1.00000	-0.00620	-1.00000	-1.00000	0.00034	-1.00000	-1.00000
43460	Oahu	Kauai	un	38969	-0.02179	-1.00000	-1.00000	-0.00065	-1.00000	-1.00000	0.00142	-1.00000	-1.00000	0.00034	-1.00000	-1.00000
44615	Oahu	Kauai	un	40046	-0.01259	-1.00000	-1.00000	-0.00054	-1.00000	-1.00000	-0.00000	-1.00000	-1.00000	0.00005	-1.00000	-1.00000
45671	Oahu	Kauai	un	43182	-0.02315	-1.00000	-1.00000	-0.00103	-1.00000	-1.00000	-0.00000	-1.00000	-1.00000	0.00009	-1.00000	-1.00000
46674	Oahu	Kauai	un	43902	0.00078	-1.00000	-1.00000	-0.00222	-1.00000	-1.00000	-0.00229	-1.00000	-1.00000	0.00016	-1.00000	-1.00000
47664	Oahu	Kauai	un	44474	0.02104	-1.00000	-1.00000	0.00089	-1.00000	-1.00000	0.00000	-1.00000	-1.00000	0.00015	-1.00000	-1.00000
49386	Oahu	Kauai	un	44798	0.00805	-1.00000	-1.00000	-0.00166	-1.00000	-1.00000	-0.00248	-1.00000	-1.00000	0.00022	-1.00000	-1.00000
60865	Oahu	Kauai	un	45611	0.06590	-1.00000	-1.00000	0.01716	-1.00000	-1.00000	0.01257	-1.00000	-1.00000	0.00046	-1.00000	-1.00000
1096075	Oahu	Kauai	un	46464	-0.01834	-1.00000	-1.00000	-0.00036	-1.00000	-1.00000	0.00123	-1.00000	-1.00000	0.00017	-1.00000	-1.00000
